Group,Day,Method,Actions,Returns,Conversion Rate
0,48,A,14,0,0
0,48,B,14,1,0.071428571428572
0,49,A,5,0,0
0,49,B,5,0,0
0,50,A,11,3,0.272727272727273
0,50,B,11,1,0.090909090909091
0,51,A,9,4,0.444444444444444
0,51,B,9,0,0
0,52,A,8,2,0.25
0,52,B,8,1,0.125
0,53,A,8,2,0.25
0,53,B,8,0,0
0,54,A,11,3,0.272727272727273
0,54,B,11,0,0
0,55,A,8,1,0.125
0,55,B,8,1,0.125
0,56,A,6,4,0.666666666666667
0,56,B,6,0,0
0,57,A,10,3,0.3
0,57,B,10,0,0
0,58,A,15,2,0.133333333333333
0,58,B,15,1,0.066666666666667
0,59,A,8,5,0.625
0,59,B,8,1,0.125
0,60,A,14,2,0.142857142857143
0,60,B,14,2,0.142857142857143
0,61,A,10,6,0.6
0,61,B,10,1,0.1
0,62,A,7,1,0.142857142857143
0,62,B,7,0,0
0,63,A,11,2,0.181818181818182
0,63,B,11,0,0
0,64,A,15,5,0.333333333333333
0,64,B,15,1,0.066666666666667
0,65,A,13,0,0
0,65,B,13,1,0.076923076923077
0,66,A,11,1,0.090909090909091
0,66,B,11,0,0
0,67,A,13,1,0.076923076923077
0,67,B,13,1,0.076923076923077
0,68,A,15,8,0.533333333333333
0,68,B,15,2,0.133333333333333
0,69,A,8,3,0.375
0,69,B,8,0,0
0,70,A,7,2,0.285714285714286
0,70,B,7,0,0
0,71,A,14,2,0.142857142857143
0,71,B,14,1,0.071428571428572
0,72,A,13,7,0.538461538461538
0,72,B,13,1,0.076923076923077
0,73,A,13,4,0.307692307692308
0,73,B,13,0,0
0,74,A,13,1,0.076923076923077
0,74,B,13,0,0
0,75,A,11,4,0.363636363636364
0,75,B,11,1,0.090909090909091
0,76,A,11,6,0.545454545454545
0,76,B,11,0,0
0,77,A,11,6,0.545454545454545
0,77,B,11,1,0.090909090909091
0,78,A,13,6,0.461538461538462
0,78,B,13,1,0.076923076923077
0,79,A,6,0,0
0,79,B,6,0,0
0,80,A,16,6,0.375
0,80,B,16,1,0.0625
0,81,A,10,5,0.5
0,81,B,10,0,0
0,82,A,12,7,0.583333333333333
0,82,B,12,1,0.083333333333333
0,83,A,15,2,0.133333333333333
0,83,B,15,1,0.066666666666667
0,84,A,11,6,0.545454545454545
0,84,B,11,1,0.090909090909091
0,85,A,11,4,0.363636363636364
0,85,B,11,0,0
0,86,A,16,0,0
0,86,B,16,0,0
0,87,A,11,0,0
0,87,B,11,0,0
0,88,A,10,1,0.1
0,88,B,10,0,0
0,89,A,15,3,0.2
0,89,B,15,1,0.066666666666667
1,0,A,8,2,0.25
1,0,B,8,0,0
1,1,A,10,1,0.1
1,1,B,10,0,0
1,2,A,12,4,0.333333333333333
1,2,B,12,1,0.083333333333333
1,3,A,13,6,0.461538461538462
1,3,B,13,0,0
1,4,A,7,5,0.714285714285714
1,4,B,7,0,0
1,5,A,10,1,0.1
1,5,B,10,0,0
1,6,A,14,0,0
1,6,B,14,0,0
1,7,A,9,0,0
1,7,B,9,0,0
1,8,A,15,3,0.2
1,8,B,15,0,0
1,9,A,15,4,0.266666666666667
1,9,B,15,2,0.133333333333333
1,10,A,15,9,0.6
1,10,B,15,1,0.066666666666667
1,11,A,9,0,0
1,11,B,9,0,0
1,12,A,7,1,0.142857142857143
1,12,B,7,0,0
1,13,A,9,5,0.555555555555556
1,13,B,9,0,0
1,14,A,14,13,0.928571428571429
1,14,B,14,2,0.142857142857143
1,15,A,11,5,0.454545454545455
1,15,B,11,0,0
1,16,A,7,4,0.571428571428571
1,16,B,7,0,0
1,17,A,12,7,0.583333333333333
1,17,B,12,0,0
1,18,A,14,0,0
1,18,B,14,1,0.071428571428572
1,19,A,15,2,0.133333333333333
1,19,B,15,1,0.066666666666667
1,20,A,13,5,0.384615384615385
1,20,B,13,0,0
1,21,A,13,10,0.769230769230769
1,21,B,13,1,0.076923076923077
1,22,A,15,2,0.133333333333333
1,22,B,15,0,0
1,23,A,15,10,0.666666666666667
1,23,B,15,2,0.133333333333333
1,24,A,16,2,0.125
1,24,B,16,1,0.0625
1,25,A,6,0,0
1,25,B,6,0,0
1,26,A,10,3,0.3
1,26,B,10,0,0
1,27,A,13,6,0.461538461538462
1,27,B,13,1,0.076923076923077
1,28,A,14,11,0.785714285714286
1,28,B,14,0,0
1,29,A,13,8,0.615384615384615
1,29,B,13,1,0.076923076923077
1,30,A,13,2,0.153846153846154
1,30,B,13,1,0.076923076923077
1,31,A,6,4,0.666666666666667
1,31,B,6,0,0
1,32,A,7,3,0.428571428571429
1,32,B,7,0,0
1,33,A,11,5,0.454545454545455
1,33,B,11,1,0.090909090909091
1,34,A,15,4,0.266666666666667
1,34,B,15,1,0.066666666666667
1,35,A,9,0,0
1,35,B,9,0,0
1,36,A,9,8,0.888888888888889
1,36,B,9,1,0.111111111111111
1,37,A,12,4,0.333333333333333
1,37,B,12,0,0
1,38,A,12,5,0.416666666666667
1,38,B,12,1,0.083333333333333
1,39,A,17,10,0.588235294117647
1,39,B,17,1,0.058823529411765
1,40,A,16,8,0.5
1,40,B,16,2,0.125
1,41,A,13,10,0.769230769230769
1,41,B,13,0,0
1,42,A,17,16,0.941176470588235
1,42,B,17,1,0.058823529411765
1,43,A,11,6,0.545454545454545
1,43,B,11,1,0.090909090909091
1,44,A,8,7,0.875
1,44,B,8,0,0
1,45,A,16,10,0.625
1,45,B,16,1,0.0625
1,46,A,11,7,0.636363636363636
1,46,B,11,0,0
1,47,A,16,5,0.3125
1,47,B,16,1,0.0625
1,48,A,14,6,0.428571428571429
1,48,B,14,2,0.142857142857143
1,49,A,16,2,0.125
1,49,B,16,2,0.125
1,50,A,15,7,0.466666666666667
1,50,B,15,0,0
1,51,A,17,11,0.647058823529412
1,51,B,17,0,0
1,52,A,11,10,0.909090909090909
1,52,B,11,1,0.090909090909091
1,53,A,17,0,0
1,53,B,17,1,0.058823529411765
1,54,A,12,1,0.083333333333333
1,54,B,12,1,0.083333333333333
1,55,A,17,7,0.411764705882353
1,55,B,17,0,0
1,56,A,8,3,0.375
1,56,B,8,0,0
1,57,A,8,5,0.625
1,57,B,8,0,0
1,58,A,8,3,0.375
1,58,B,8,0,0
1,59,A,7,2,0.285714285714286
1,59,B,7,0,0
1,60,A,15,4,0.266666666666667
1,60,B,15,2,0.133333333333333
1,61,A,8,4,0.5
1,61,B,8,0,0
1,62,A,13,4,0.307692307692308
1,62,B,13,0,0
1,63,A,17,4,0.235294117647059
1,63,B,17,0,0
1,64,A,16,2,0.125
1,64,B,16,1,0.0625
1,65,A,16,8,0.5
1,65,B,16,0,0
1,66,A,14,10,0.714285714285714
1,66,B,14,0,0
1,67,A,8,7,0.875
1,67,B,8,0,0
1,68,A,7,0,0
1,68,B,7,0,0
1,69,A,6,0,0
1,69,B,6,0,0
1,70,A,10,1,0.1
1,70,B,10,1,0.1
1,71,A,8,6,0.75
1,71,B,8,0,0
1,72,A,13,3,0.230769230769231
1,72,B,13,0,0
1,73,A,17,13,0.764705882352941
1,73,B,17,2,0.117647058823529
1,74,A,12,0,0
1,74,B,12,1,0.083333333333333
1,75,A,11,4,0.363636363636364
1,75,B,11,0,0
1,76,A,7,2,0.285714285714286
1,76,B,7,0,0
1,77,A,8,7,0.875
1,77,B,8,0,0
1,78,A,9,2,0.222222222222222
1,78,B,9,1,0.111111111111111
1,79,A,12,0,0
1,79,B,12,0,0
1,80,A,14,7,0.5
1,80,B,14,0,0
1,81,A,6,0,0
1,81,B,6,0,0
1,82,A,8,7,0.875
1,82,B,8,0,0
1,83,A,6,2,0.333333333333333
1,83,B,6,0,0
1,84,A,10,6,0.6
1,84,B,10,1,0.1
1,85,A,14,11,0.785714285714286
1,85,B,14,1,0.071428571428572
1,86,A,16,13,0.8125
1,86,B,16,1,0.0625
1,87,A,10,8,0.8
1,87,B,10,0,0
1,88,A,13,5,0.384615384615385
1,88,B,13,1,0.076923076923077
1,89,A,16,6,0.375
1,89,B,16,1,0.0625
2,0,A,4,0,0
2,0,B,4,0,0
2,1,A,7,2,0.285714285714286
2,1,B,7,0,0
2,2,A,6,1,0.166666666666667
2,2,B,6,0,0
2,3,A,5,0,0
2,3,B,5,0,0
2,4,A,2,0,0
2,4,B,2,0,0
2,5,A,6,1,0.166666666666667
2,5,B,6,0,0
2,6,A,3,0,0
2,6,B,3,0,0
2,7,A,4,0,0
2,7,B,4,0,0
2,8,A,5,0,0
2,8,B,5,0,0
2,9,A,4,0,0
2,9,B,4,0,0
2,10,A,5,0,0
2,10,B,5,0,0
2,11,A,4,1,0.25
2,11,B,4,0,0
2,12,A,7,1,0.142857142857143
2,12,B,7,0,0
2,13,A,3,0,0
2,13,B,3,0,0
2,14,A,4,1,0.25
2,14,B,4,0,0
2,15,A,7,0,0
2,15,B,7,0,0
2,16,A,4,1,0.25
2,16,B,4,0,0
2,17,A,2,0,0
2,17,B,2,0,0
2,18,A,5,0,0
2,18,B,5,0,0
2,19,A,3,1,0.333333333333333
2,19,B,3,0,0
2,20,A,7,1,0.142857142857143
2,20,B,7,0,0
2,21,A,6,2,0.333333333333333
2,21,B,6,0,0
2,22,A,3,0,0
2,22,B,3,0,0
2,23,A,6,1,0.166666666666667
2,23,B,6,0,0
2,24,A,3,1,0.333333333333333
2,24,B,3,0,0
2,25,A,4,0,0
2,25,B,4,0,0
2,26,A,2,0,0
2,26,B,2,0,0
2,27,A,4,1,0.25
2,27,B,4,0,0
2,28,A,6,1,0.166666666666667
2,28,B,6,0,0
2,29,A,7,1,0.142857142857143
2,29,B,7,0,0
2,30,A,7,0,0
2,30,B,7,0,0
2,31,A,3,0,0
2,31,B,3,0,0
2,32,A,6,0,0
2,32,B,6,0,0
2,33,A,4,1,0.25
2,33,B,4,0,0
2,34,A,4,1,0.25
2,34,B,4,0,0
2,35,A,6,1,0.166666666666667
2,35,B,6,0,0
2,36,A,4,0,0
2,36,B,4,0,0
2,37,A,3,0,0
2,37,B,3,0,0
2,38,A,5,1,0.2
2,38,B,5,0,0
2,39,A,7,2,0.285714285714286
2,39,B,7,0,0
2,40,A,6,0,0
2,40,B,6,0,0
2,41,A,3,0,0
2,41,B,3,0,0
2,42,A,4,0,0
2,42,B,4,0,0
2,43,A,3,0,0
2,43,B,3,0,0
2,44,A,6,0,0
2,44,B,6,0,0
2,45,A,7,2,0.285714285714286
2,45,B,7,0,0
2,46,A,3,1,0.333333333333333
2,46,B,3,0,0
2,47,A,2,0,0
2,47,B,2,0,0
2,48,A,7,2,0.285714285714286
2,48,B,7,0,0
2,49,A,4,0,0
2,49,B,4,0,0
2,50,A,6,1,0.166666666666667
2,50,B,6,0,0
2,51,A,4,0,0
2,51,B,4,0,0
2,52,A,6,0,0
2,52,B,6,0,0
2,53,A,7,1,0.142857142857143
2,53,B,7,0,0
2,54,A,6,1,0.166666666666667
2,54,B,6,0,0
2,55,A,5,0,0
2,55,B,5,0,0
2,56,A,5,0,0
2,56,B,5,0,0
2,57,A,2,0,0
2,57,B,2,0,0
2,58,A,5,0,0
2,58,B,5,0,0
2,59,A,5,1,0.2
2,59,B,5,0,0
2,60,A,7,2,0.285714285714286
2,60,B,7,0,0
2,61,A,7,1,0.142857142857143
2,61,B,7,0,0
2,62,A,6,0,0
2,62,B,6,0,0
2,63,A,3,1,0.333333333333333
2,63,B,3,0,0
2,64,A,6,1,0.166666666666667
2,64,B,6,0,0
2,65,A,6,0,0
2,65,B,6,0,0
2,66,A,7,0,0
2,66,B,7,0,0
2,67,A,6,0,0
2,67,B,6,0,0
2,68,A,4,1,0.25
2,68,B,4,0,0
2,69,A,2,0,0
2,69,B,2,0,0
2,70,A,3,0,0
2,70,B,3,0,0
2,71,A,7,2,0.285714285714286
2,71,B,7,0,0
2,72,A,4,0,0
2,72,B,4,0,0
2,73,A,2,0,0
2,73,B,2,0,0
2,74,A,6,1,0.166666666666667
2,74,B,6,0,0
2,75,A,3,0,0
2,75,B,3,0,0
2,76,A,6,2,0.333333333333333
2,76,B,6,0,0
2,77,A,3,0,0
2,77,B,3,0,0
2,78,A,5,0,0
2,78,B,5,0,0
2,79,A,6,1,0.166666666666667
2,79,B,6,0,0
2,80,A,4,0,0
2,80,B,4,0,0
2,81,A,5,1,0.2
2,81,B,5,0,0
2,82,A,4,0,0
2,82,B,4,0,0
2,83,A,6,0,0
2,83,B,6,0,0
2,84,A,7,2,0.285714285714286
2,84,B,7,0,0
2,85,A,2,0,0
2,85,B,2,0,0
2,86,A,4,0,0
2,86,B,4,0,0
2,87,A,2,0,0
2,87,B,2,0,0
2,88,A,6,0,0
2,88,B,6,0,0
2,89,A,4,0,0
2,89,B,4,0,0
3,0,A,5,1,0.2
3,0,B,5,0,0
3,1,A,6,2,0.333333333333333
3,1,B,6,1,0.166666666666667
3,2,A,9,2,0.222222222222222
3,2,B,9,0,0
3,3,A,8,0,0
3,3,B,8,3,0.375
3,4,A,7,0,0
3,4,B,7,0,0
3,5,A,5,1,0.2
3,5,B,5,0,0
3,6,A,7,1,0.142857142857143
3,6,B,7,2,0.285714285714286
3,7,A,8,0,0
3,7,B,8,3,0.375
3,8,A,3,0,0
3,8,B,3,1,0.333333333333333
3,9,A,4,0,0
3,9,B,4,0,0
3,10,A,5,0,0
3,10,B,5,1,0.2
3,11,A,5,1,0.2
3,11,B,5,1,0.2
3,12,A,3,1,0.333333333333333
3,12,B,3,0,0
3,13,A,9,1,0.111111111111111
3,13,B,9,1,0.111111111111111
3,14,A,6,2,0.333333333333333
3,14,B,6,2,0.333333333333333
3,15,A,5,0,0
3,15,B,5,0,0
3,16,A,4,1,0.25
3,16,B,4,0,0
3,17,A,3,1,0.333333333333333
3,17,B,3,0,0
3,18,A,5,1,0.2
3,18,B,5,0,0
3,19,A,9,3,0.333333333333333
3,19,B,9,0,0
3,20,A,8,2,0.25
3,20,B,8,1,0.125
3,21,A,10,2,0.2
3,21,B,10,3,0.3
3,22,A,3,0,0
3,22,B,3,0,0
3,23,A,4,1,0.25
3,23,B,4,0,0
3,24,A,5,0,0
3,24,B,5,1,0.2
3,25,A,7,1,0.142857142857143
3,25,B,7,0,0
3,26,A,10,3,0.3
3,26,B,10,2,0.2
3,27,A,9,0,0
3,27,B,9,0,0
3,28,A,6,0,0
3,28,B,6,0,0
3,29,A,8,2,0.25
3,29,B,8,0,0
3,30,A,4,0,0
3,30,B,4,1,0.25
3,31,A,7,2,0.285714285714286
3,31,B,7,0,0
3,32,A,7,0,0
3,32,B,7,0,0
3,33,A,7,0,0
3,33,B,7,2,0.285714285714286
3,34,A,5,1,0.2
3,34,B,5,0,0
3,35,A,6,1,0.166666666666667
3,35,B,6,1,0.166666666666667
3,36,A,9,0,0
3,36,B,9,2,0.222222222222222
3,37,A,6,1,0.166666666666667
3,37,B,6,2,0.333333333333333
3,38,A,10,1,0.1
3,38,B,10,3,0.3
3,39,A,10,4,0.4
3,39,B,10,2,0.2
3,40,A,9,0,0
3,40,B,9,3,0.333333333333333
3,41,A,9,1,0.111111111111111
3,41,B,9,2,0.222222222222222
3,42,A,8,2,0.25
3,42,B,8,2,0.25
3,43,A,5,0,0
3,43,B,5,0,0
3,44,A,5,1,0.2
3,44,B,5,1,0.2
3,45,A,6,1,0.166666666666667
3,45,B,6,0,0
3,46,A,5,1,0.2
3,46,B,5,2,0.4
3,47,A,6,2,0.333333333333333
3,47,B,6,2,0.333333333333333
3,48,A,4,1,0.25
3,48,B,4,0,0
3,49,A,5,0,0
3,49,B,5,2,0.4
3,50,A,6,1,0.166666666666667
3,50,B,6,0,0
3,51,A,4,0,0
3,51,B,4,1,0.25
3,52,A,4,0,0
3,52,B,4,1,0.25
3,53,A,4,1,0.25
3,53,B,4,1,0.25
3,54,A,5,0,0
3,54,B,5,0,0
3,55,A,8,0,0
3,55,B,8,3,0.375
3,56,A,8,0,0
3,56,B,8,0,0
3,57,A,6,0,0
3,57,B,6,1,0.166666666666667
3,58,A,9,0,0
3,58,B,9,1,0.111111111111111
3,59,A,7,0,0
3,59,B,7,2,0.285714285714286
3,60,A,4,1,0.25
3,60,B,4,0,0
3,61,A,4,1,0.25
3,61,B,4,0,0
3,62,A,6,0,0
3,62,B,6,2,0.333333333333333
3,63,A,8,1,0.125
3,63,B,8,2,0.25
3,64,A,9,1,0.111111111111111
3,64,B,9,0,0
3,65,A,7,1,0.142857142857143
3,65,B,7,0,0
3,66,A,8,0,0
3,66,B,8,1,0.125
3,67,A,7,0,0
3,67,B,7,0,0
3,68,A,6,2,0.333333333333333
3,68,B,6,1,0.166666666666667
3,69,A,4,1,0.25
3,69,B,4,0,0
3,70,A,8,0,0
3,70,B,8,1,0.125
3,71,A,7,2,0.285714285714286
3,71,B,7,0,0
3,72,A,6,0,0
3,72,B,6,2,0.333333333333333
3,73,A,7,0,0
3,73,B,7,2,0.285714285714286
3,74,A,7,1,0.142857142857143
3,74,B,7,2,0.285714285714286
3,75,A,6,1,0.166666666666667
3,75,B,6,1,0.166666666666667
3,76,A,8,0,0
3,76,B,8,2,0.25
3,77,A,7,0,0
3,77,B,7,0,0
3,78,A,5,0,0
3,78,B,5,0,0
3,79,A,6,0,0
3,79,B,6,1,0.166666666666667
3,80,A,4,0,0
3,80,B,4,1,0.25
3,81,A,6,1,0.166666666666667
3,81,B,6,0,0
3,82,A,4,1,0.25
3,82,B,4,0,0
3,83,A,6,0,0
3,83,B,6,2,0.333333333333333
3,84,A,6,1,0.166666666666667
3,84,B,6,0,0
3,85,A,6,0,0
3,85,B,6,1,0.166666666666667
3,86,A,8,1,0.125
3,86,B,8,1,0.125
3,87,A,9,1,0.111111111111111
3,87,B,9,2,0.222222222222222
3,88,A,4,0,0
3,88,B,4,1,0.25
3,89,A,3,1,0.333333333333333
3,89,B,3,0,0
4,0,A,15,8,0.533333333333333
4,0,B,15,8,0.533333333333333
4,1,A,15,0,0
4,1,B,15,3,0.2
4,2,A,9,3,0.333333333333333
4,2,B,9,0,0
4,3,A,13,0,0
4,3,B,13,3,0.230769230769231
4,4,A,10,2,0.2
4,4,B,10,0,0
4,5,A,8,2,0.25
4,5,B,8,2,0.25
4,6,A,11,4,0.363636363636364
4,6,B,11,2,0.181818181818182
4,7,A,19,1,0.052631578947369
4,7,B,19,2,0.105263157894737
4,8,A,13,6,0.461538461538462
4,8,B,13,10,0.769230769230769
4,9,A,16,3,0.1875
4,9,B,16,16,1
4,10,A,13,0,0
4,10,B,13,2,0.153846153846154
4,11,A,17,4,0.235294117647059
4,11,B,17,14,0.823529411764706
4,12,A,16,7,0.4375
4,12,B,16,7,0.4375
4,13,A,15,4,0.266666666666667
4,13,B,15,12,0.8
4,14,A,7,1,0.142857142857143
4,14,B,7,6,0.857142857142857
4,15,A,20,5,0.25
4,15,B,20,9,0.45
4,16,A,15,5,0.333333333333333
4,16,B,15,1,0.066666666666667
4,17,A,11,1,0.090909090909091
4,17,B,11,11,1
4,18,A,15,4,0.266666666666667
4,18,B,15,14,0.933333333333333
4,19,A,19,0,0
4,19,B,19,9,0.473684210526316
4,20,A,15,7,0.466666666666667
4,20,B,15,11,0.733333333333333
4,21,A,10,1,0.1
4,21,B,10,5,0.5
4,22,A,18,1,0.055555555555556
4,22,B,18,11,0.611111111111111
4,23,A,11,5,0.454545454545455
4,23,B,11,6,0.545454545454545
4,24,A,12,3,0.25
4,24,B,12,10,0.833333333333333
4,25,A,13,5,0.384615384615385
4,25,B,13,12,0.923076923076923
4,26,A,19,2,0.105263157894737
4,26,B,19,2,0.105263157894737
4,27,A,14,4,0.285714285714286
4,27,B,14,9,0.642857142857143
4,28,A,17,9,0.529411764705882
4,28,B,17,14,0.823529411764706
4,29,A,10,2,0.2
4,29,B,10,8,0.8
4,30,A,13,7,0.538461538461538
4,30,B,13,7,0.538461538461538
4,31,A,7,1,0.142857142857143
4,31,B,7,5,0.714285714285714
4,32,A,13,1,0.076923076923077
4,32,B,13,13,1
4,33,A,11,5,0.454545454545455
4,33,B,11,10,0.909090909090909
4,34,A,20,8,0.4
4,34,B,20,14,0.7
4,35,A,10,1,0.1
4,35,B,10,7,0.7
4,36,A,14,3,0.214285714285714
4,36,B,14,4,0.285714285714286
4,37,A,12,4,0.333333333333333
4,37,B,12,8,0.666666666666667
4,38,A,19,3,0.157894736842105
4,38,B,19,10,0.526315789473684
4,39,A,20,4,0.2
4,39,B,20,4,0.2
4,40,A,18,6,0.333333333333333
4,40,B,18,6,0.333333333333333
4,41,A,14,5,0.357142857142857
4,41,B,14,7,0.5
4,42,A,13,7,0.538461538461538
4,42,B,13,6,0.461538461538462
4,43,A,19,10,0.526315789473684
4,43,B,19,8,0.421052631578947
4,44,A,14,1,0.071428571428572
4,44,B,14,14,1
4,45,A,16,6,0.375
4,45,B,16,3,0.1875
4,46,A,20,4,0.2
4,46,B,20,5,0.25
4,47,A,9,5,0.555555555555556
4,47,B,9,4,0.444444444444444
4,48,A,10,2,0.2
4,48,B,10,1,0.1
4,49,A,18,11,0.611111111111111
4,49,B,18,1,0.055555555555556
4,50,A,17,5,0.294117647058823
4,50,B,17,2,0.117647058823529
4,51,A,16,5,0.3125
4,51,B,16,2,0.125
4,52,A,16,7,0.4375
4,52,B,16,8,0.5
4,53,A,14,0,0
4,53,B,14,14,1
4,54,A,11,2,0.181818181818182
4,54,B,11,9,0.818181818181818
4,55,A,8,0,0
4,55,B,8,6,0.75
4,56,A,8,0,0
4,56,B,8,2,0.25
4,57,A,18,1,0.055555555555556
4,57,B,18,12,0.666666666666667
4,58,A,18,0,0
4,58,B,18,2,0.111111111111111
4,59,A,9,2,0.222222222222222
4,59,B,9,0,0
4,60,A,16,6,0.375
4,60,B,16,7,0.4375
4,61,A,14,6,0.428571428571429
4,61,B,14,2,0.142857142857143
4,62,A,7,2,0.285714285714286
4,62,B,7,3,0.428571428571429
4,63,A,9,1,0.111111111111111
4,63,B,9,2,0.222222222222222
4,64,A,14,2,0.142857142857143
4,64,B,14,12,0.857142857142857
4,65,A,9,1,0.111111111111111
4,65,B,9,1,0.111111111111111
4,66,A,12,1,0.083333333333333
4,66,B,12,9,0.75
4,67,A,20,3,0.15
4,67,B,20,16,0.8
4,68,A,18,0,0
4,68,B,18,18,1
4,69,A,20,4,0.2
4,69,B,20,13,0.65
4,70,A,14,5,0.357142857142857
4,70,B,14,2,0.142857142857143
4,71,A,15,0,0
4,71,B,15,15,1
4,72,A,17,8,0.470588235294118
4,72,B,17,9,0.529411764705882
4,73,A,11,4,0.363636363636364
4,73,B,11,5,0.454545454545455
4,74,A,13,3,0.230769230769231
4,74,B,13,6,0.461538461538462
4,75,A,15,7,0.466666666666667
4,75,B,15,3,0.2
4,76,A,18,6,0.333333333333333
4,76,B,18,14,0.777777777777778
4,77,A,7,0,0
4,77,B,7,0,0
4,78,A,7,0,0
4,78,B,7,2,0.285714285714286
4,79,A,8,0,0
4,79,B,8,6,0.75
4,80,A,7,2,0.285714285714286
4,80,B,7,6,0.857142857142857
4,81,A,14,7,0.5
4,81,B,14,3,0.214285714285714
4,82,A,9,2,0.222222222222222
4,82,B,9,0,0
4,83,A,19,9,0.473684210526316
4,83,B,19,2,0.105263157894737
4,84,A,12,3,0.25
4,84,B,12,2,0.166666666666667
4,85,A,14,3,0.214285714285714
4,85,B,14,11,0.785714285714286
4,86,A,9,1,0.111111111111111
4,86,B,9,2,0.222222222222222
4,87,A,17,8,0.470588235294118
4,87,B,17,4,0.235294117647059
4,88,A,16,2,0.125
4,88,B,16,5,0.3125
4,89,A,9,0,0
4,89,B,9,6,0.666666666666667
5,0,A,20,3,0.15
5,0,B,20,5,0.25
5,1,A,15,0,0
5,1,B,15,2,0.133333333333333
5,2,A,14,2,0.142857142857143
5,2,B,14,5,0.357142857142857
5,3,A,18,1,0.055555555555556
5,3,B,18,4,0.222222222222222
5,4,A,10,2,0.2
5,4,B,10,4,0.4
5,5,A,12,7,0.583333333333333
5,5,B,12,4,0.333333333333333
5,6,A,22,17,0.772727272727273
5,6,B,22,8,0.363636363636364
5,7,A,21,14,0.666666666666667
5,7,B,21,1,0.047619047619048
5,8,A,21,5,0.238095238095238
5,8,B,21,0,0
5,9,A,8,4,0.5
5,9,B,8,2,0.25
5,10,A,20,15,0.75
5,10,B,20,4,0.2
5,11,A,13,3,0.230769230769231
5,11,B,13,1,0.076923076923077
5,12,A,23,10,0.434782608695652
5,12,B,23,2,0.086956521739131
5,13,A,22,19,0.863636363636364
5,13,B,22,8,0.363636363636364
5,14,A,14,4,0.285714285714286
5,14,B,14,3,0.214285714285714
5,15,A,24,16,0.666666666666667
5,15,B,24,6,0.25
5,16,A,23,2,0.086956521739131
5,16,B,23,0,0
5,17,A,12,8,0.666666666666667
5,17,B,12,4,0.333333333333333
5,18,A,23,3,0.130434782608696
5,18,B,23,4,0.173913043478261
5,19,A,9,0,0
